mo,inflow,precip,evap,outlow,demand,storage,% full,% redu,deficit
12,4783.967287614913,627.8540107967565,688.4178671749432,368.9595004132611,5779.312499366428,29427.44393082346,0.2562052140054253,1.0,10.494261938137015
1,5314.7725090754275,888.7259400036819,300.41813179770907,368.9595004132611,4354.443930823461,30607.120816868137,0.2664758773276227,1.0,37.123009667530305
2,3263.1412995155306,802.7605351122475,621.3004404710009,333.25374230875195,5534.120816868137,28184.347651848027,0.24538240014048568,1.0,5.268720714115048
3,10098.88384020589,288.0426446275087,591.9283353248866,368.9595004132611,3111.3476518480275,34499.03864909525,0.300360221596234,1.0,62.57431970460205
4,6098.064753486821,632.5647542250372,1580.8504914900986,595.0959684084856,9426.038649095251,29627.68304781327,0.22527372782671462,1.0,12.33621215462746
5,4530.628421870884,1191.9615302130187,246.80504986873348,614.9325006887685,4554.683047813269,29933.852401526405,0.22760168278512113,1.0,42.8167401915604
6,2031.9186055883915,622.2615450300291,297.1366595660256,595.0959684084856,4860.852401526405,26834.94752264391,0.2040391972164841,1.0,26.12253042213281
7,7505.830423915752,1388.683944520777,591.0871937573356,614.9325006887685,1761.94752264391,32761.494673990426,0.24910162642399394,1.0,77.76910104403086
8,6125.062494095463,550.1385243685581,3279.959576026289,614.9325006887685,7688.494673990426,27853.30894174897,0.2117822958849313,1.0,60.09872686757281
9,4617.486757551856,846.431151645982,732.4291900012031,357.05758104509135,2780.308941748968,29447.431138151544,0.2563792293478009,1.0,55.671756794917044
10,956.8741083277898,761.7247110768149,299.6342930287865,368.9595004132611,4374.431138151544,26123.005025962557,0.22743565866185145,1.0,36.671207418951845
11,1662.0748247655536,95.56875536348889,551.5490557903395,357.05758104509135,1050.0050259625568,25922.036943293613,0.2256859630121207,1.0,88.00129271426583
12,5396.809216540785,1119.3081523954024,192.16899871615897,368.9595004132611,849.0369432936131,31027.98886980677,0.2701400960013433,1.0,89.04390204053894
1,5017.991172138277,737.3385464917264,1299.8108733609552,368.9595004132611,5954.98886980677,29159.55934485578,0.2538729207951164,1.0,31.70183934240869
2,4350.298099230611,1179.8160072202263,317.0238757678417,333.25374230875195,4086.559344855781,29952.836488374243,0.2607794581348368,1.0,39.84820286282099
3,644.787049793826,766.0078279829977,48.853861997031345,368.9595004132611,4879.836488374243,26065.981515366533,0.22693919281962815,1.0,34.95331962308671
4,6639.059515692571,270.2329466317278,1037.3409532021105,595.0959684084856,992.9815153665331,30349.8555407137,0.2307647575959695,1.0,91.5443774628869
